,Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Date,Month,Dep_Hour,Dep_Minute,Arr_Hour,Arr_Minute
1964,6,2,1,104,465,1,8,14533,18,5,11,30,19,15
1965,1,2,1,103,875,1,8,7258,6,6,17,40,8,15
1966,8,2,1,123,270,1,8,4812,1,4,8,45,13,15
1967,4,3,0,73,690,1,5,12384,9,5,9,35,21,5
1968,1,2,1,116,1180,2,8,8603,6,6,12,0,7,40
1969,1,2,1,116,435,2,8,8603,6,6,12,0,19,15
1970,4,3,0,66,570,1,8,14231,24,3,13,55,23,25
1972,0,2,1,103,625,1,8,11410,1,6,20,45,7,10
1973,1,0,2,4,1475,2,8,12725,12,3,8,50,9,25
1974,4,2,1,113,1620,2,8,13292,9,6,9,35,12,35
1975,8,3,0,64,155,0,8,3873,24,4,6,55,9,30
1976,3,1,4,127,140,0,8,3850,15,6,7,55,10,15
1977,8,3,0,89,435,1,8,8479,9,6,11,35,18,50
1978,4,3,0,73,840,1,8,14151,24,5,9,35,23,35
1979,1,0,2,18,165,0,8,5228,24,4,6,10,8,55
1980,10,3,0,73,1555,1,8,9397,9,6,7,10,9,5
1981,4,4,3,48,85,0,5,4995,18,6,7,5,8,30
1983,0,0,2,18,170,0,8,4282,3,4,4,55,7,45
1984,1,3,0,87,810,2,8,10697,21,5,8,20,21,50
1985,4,3,0,73,1730,1,5,9314,21,5,9,35,14,25
1986,3,1,4,127,145,0,8,3540,27,6,5,15,7,40
1987,1,2,1,97,1595,2,8,9443,12,6,16,40,19,15
1988,6,2,1,104,480,1,8,15147,6,3,7,30,15,30
1989,4,0,2,18,180,0,8,8016,27,6,8,20,11,20
1990,3,4,3,48,90,0,8,2437,24,5,21,20,22,50
1991,3,2,1,104,895,1,8,6104,27,5,10,35,1,30
1992,8,4,3,48,90,0,7,1965,6,6,22,45,0,15
1993,6,2,1,104,480,1,8,7408,12,6,13,0,21,0
1994,3,4,3,48,90,0,8,4049,18,6,6,25,7,55
1995,4,0,2,18,180,0,8,8016,1,6,19,50,22,50
1996,6,2,1,104,720,1,8,10197,9,5,7,0,19,0
1997,4,3,0,66,665,1,5,10844,1,5,21,10,8,15
1998,4,3,0,73,1570,1,8,12692,9,6,17,0,19,10
1999,4,3,0,66,475,1,8,14781,6,5,8,25,16,20
2000,2,3,0,66,495,1,8,7335,24,5,23,30,7,45
2001,4,0,2,18,180,0,8,7229,27,5,8,20,11,20
2002,10,0,2,18,175,0,8,4353,24,3,21,10,0,5
2003,4,3,0,66,735,1,8,13941,18,5,20,0,8,15
2004,4,0,2,28,280,1,8,12295,12,3,9,45,14,25
2005,4,2,1,104,825,1,5,12898,27,5,22,50,12,35
2006,10,3,0,73,930,1,8,7927,9,5,7,10,22,40
2007,0,0,2,18,170,0,8,4483,15,4,23,55,2,45
2008,4,0,2,5,405,1,8,19225,6,3,11,40,18,25
2009,2,2,1,98,370,1,8,4692,24,4,7,25,13,35
2010,4,0,2,5,725,1,8,13555,18,3,21,25,9,30
2011,3,2,1,104,630,1,8,6270,9,4,15,0,1,30
2012,4,3,0,66,1285,1,8,13584,6,5,18,55,16,20
2013,4,2,1,120,1600,2,8,13180,21,3,16,10,18,50
2014,4,3,0,73,1295,1,8,14151,12,5,20,25,18,0
2015,10,2,1,106,190,0,8,6216,12,5,6,0,9,10
2016,6,2,1,104,680,1,8,15135,3,3,7,30,18,50
2017,6,2,1,104,570,1,5,15136,6,3,11,30,21,0
2018,4,2,1,104,1005,1,5,10262,27,6,2,15,19,0
2019,4,3,0,73,750,1,5,12384,18,5,9,35,22,5
2020,4,3,0,73,575,1,5,9314,1,4,9,35,19,10
2021,4,3,0,73,1500,1,5,9314,6,5,17,0,18,0
2022,1,2,1,104,615,1,8,10454,1,6,9,0,19,15
2023,1,2,1,104,520,1,8,8372,18,5,23,0,7,40
2024,4,2,1,104,520,1,5,11848,9,3,19,45,4,25
2025,3,2,1,104,750,1,8,6416,1,6,8,30,21,0
2026,3,4,3,48,90,0,8,3342,1,4,9,10,10,40
2027,4,3,0,70,1495,2,5,10118,6,6,6,30,7,25
2028,1,3,0,78,1185,2,8,14960,12,6,16,45,12,30
2029,3,2,1,111,665,1,8,6818,15,6,5,5,16,10
2030,1,3,0,64,150,0,8,5510,12,6,14,15,16,45
2031,4,3,0,66,1610,1,8,14388,21,5,6,30,9,20
2032,6,2,1,111,455,1,8,7038,3,6,14,55,22,30
2033,6,2,1,104,630,1,8,8266,9,5,8,45,19,15
2034,4,2,1,99,1480,2,8,14300,27,6,18,20,19,0
2035,1,3,0,66,1350,1,8,8366,9,5,9,25,7,55
2036,4,0,2,5,695,1,8,17261,6,3,22,50,10,25
2037,10,3,0,73,1555,1,8,8452,6,6,7,10,9,5
2038,3,3,0,77,320,1,8,8567,1,4,15,10,20,30
2039,6,2,1,111,925,1,8,9646,15,6,7,5,22,30
2040,1,2,1,108,1275,2,8,8341,9,4,22,0,19,15
2041,4,2,1,104,1530,1,5,12373,9,5,17,30,19,0
2042,8,1,4,127,140,0,7,3543,21,6,17,45,20,5
2043,4,3,0,73,395,1,5,13994,9,6,17,0,23,35
2044,3,0,2,18,170,0,8,4777,24,3,4,0,6,50
2045,6,2,1,111,455,1,8,7038,1,6,14,55,22,30
2046,3,4,3,48,90,0,8,3175,3,4,16,55,18,25
2047,6,2,1,104,660,1,8,7408,9,6,10,0,21,0
2048,3,0,2,18,180,0,8,3943,15,6,21,15,0,15
2049,4,2,1,104,1225,1,8,15974,6,3,8,0,4,25
2050,8,3,0,64,155,0,8,3873,27,5,6,55,9,30
2051,3,0,2,18,170,0,8,4423,15,4,10,10,13,0
2052,4,2,1,116,1125,2,8,15129,27,5,9,40,4,25
2053,3,2,1,104,755,1,8,8285,21,3,8,25,21,0
2054,1,4,3,48,80,0,8,3100,6,6,6,20,7,40
2055,1,0,2,4,1475,2,8,25430,1,3,8,50,9,25
2056,8,4,3,48,80,0,7,2385,18,3,13,10,14,30
2057,4,3,0,77,435,1,8,11316,6,6,10,20,17,35
2058,4,2,1,104,1005,1,5,10262,15,6,2,15,19,0
2059,1,3,0,84,445,2,8,7662,24,5,5,50,13,15
2060,4,3,0,66,1605,1,8,14231,24,3,16,55,19,40
2061,3,2,1,104,705,1,8,6838,9,6,9,15,21,0
2062,4,2,1,122,1300,2,8,13376,15,6,6,45,4,25
2063,4,2,1,104,1680,1,5,10262,24,6,15,0,19,0
2064,3,2,1,104,480,1,8,8574,27,3,7,30,15,30
2065,4,0,2,5,615,1,5,7832,9,3,21,25,7,40
2066,6,2,1,104,910,1,8,12192,24,6,3,50,19,0
2067,4,4,3,48,90,0,5,4050,15,6,10,20,11,50
2068,2,0,2,18,175,0,8,6722,12,4,7,45,10,40
2069,4,3,0,66,1220,1,5,10844,9,6,20,0,16,20
2070,6,2,1,104,840,1,8,7408,15,6,7,0,21,0
2071,4,2,1,104,455,1,8,14189,21,3,20,50,4,25
2072,8,3,0,64,150,0,7,3841,24,5,17,10,19,40
2073,4,3,0,66,875,1,5,8586,9,5,14,5,4,40
2074,6,2,1,104,520,1,8,7155,27,6,10,35,19,15
2075,4,3,0,66,590,1,5,9899,12,6,8,25,18,15
2076,4,3,0,66,685,1,8,14571,6,6,8,25,19,50
2077,3,0,2,18,175,0,8,4823,18,5,18,55,21,50
2078,4,0,2,18,180,0,5,4544,9,5,8,20,11,20
2079,1,0,2,0,1200,1,0,14752,1,3,0,30,20,30
2080,1,3,0,67,1700,2,8,11542,9,5,9,25,13,45
2081,4,2,1,106,195,0,5,7202,21,5,9,50,13,5
2082,6,2,1,104,505,1,8,11098,9,6,10,35,19,0
2083,1,4,3,48,75,0,8,2575,27,3,19,30,20,45
2084,6,2,1,104,755,1,8,6673,27,3,13,0,1,35
2085,3,0,2,18,170,0,8,14306,1,3,18,55,21,45
2086,4,2,1,104,395,1,8,15554,18,5,21,50,4,25
2087,4,3,0,73,1730,1,5,9314,15,5,9,35,14,25
2088,4,4,3,48,90,0,5,4995,9,3,6,30,8,0
2089,4,0,2,5,1200,1,5,7832,21,3,11,40,7,40
2090,4,3,0,66,1430,1,5,8586,21,5,8,25,8,15
2091,1,2,1,106,170,0,8,6094,27,4,5,10,8,0
2092,4,2,1,113,810,2,8,13292,24,6,5,30,19,0
2094,6,2,1,104,660,1,8,9718,27,5,10,0,21,0
2095,4,0,2,5,1365,1,5,7412,21,3,8,55,7,40
2096,1,2,1,108,1275,2,8,10441,6,6,22,0,19,15
2097,3,2,1,104,890,1,8,14871,3,3,10,45,1,35
2098,4,2,1,104,660,1,8,15554,18,5,8,0,19,0
2099,4,0,2,5,305,1,8,36235,1,3,14,5,19,10
2100,3,4,3,48,90,0,8,3175,24,3,16,55,18,25
2101,8,1,4,127,140,0,8,3597,24,5,17,45,20,5
2102,8,4,3,48,90,0,7,1965,27,6,13,15,14,45
2103,6,2,1,104,540,1,8,12717,24,6,10,0,19,0
2104,3,2,1,106,195,0,8,6015,3,6,14,25,17,40
2105,0,0,2,18,165,0,8,5615,9,3,23,25,2,10
2106,6,2,1,104,395,1,8,7845,27,3,19,0,1,35
2107,4,3,0,66,1525,1,5,10844,9,6,21,10,22,35
2108,4,0,2,5,460,1,8,27210,15,3,21,25,5,5
2109,3,3,0,64,150,0,8,4174,6,4,14,25,16,55
2110,6,2,1,104,780,1,8,6883,21,3,8,0,21,0
2111,6,2,1,104,720,1,8,6883,21,3,9,0,21,0
2112,4,3,0,77,435,1,8,8355,21,5,10,20,17,35
2113,8,0,2,18,170,0,7,5469,24,3,20,30,23,20
2114,4,0,2,18,165,0,5,6478,27,6,6,0,8,45
2115,10,0,2,18,160,0,8,11913,3,3,19,40,22,20
2116,3,2,1,104,415,1,8,7006,21,5,18,35,1,30
2117,4,3,0,66,365,1,8,12681,1,4,16,30,22,35
2118,4,2,1,97,1195,2,8,15129,21,5,23,5,19,0
2119,6,2,1,104,420,1,8,13587,15,6,14,0,21,0
2120,4,2,1,104,1425,1,8,14714,1,6,19,15,19,0
2121,3,0,2,24,290,1,8,6220,3,3,7,30,12,20
2122,4,2,1,104,330,1,5,10262,6,6,7,5,12,35
2123,1,3,0,66,545,1,8,8576,12,5,9,25,18,30
2124,4,3,0,66,1495,1,5,10031,24,3,19,45,20,40
2125,4,2,1,97,1430,2,8,12819,24,6,19,10,19,0
2126,2,2,1,98,370,1,8,5052,15,4,7,25,13,35
2127,4,0,2,5,1455,1,8,22270,1,3,8,0,8,15
2128,10,0,2,18,160,0,8,5613,27,4,7,0,9,40
2129,8,3,0,64,145,0,8,3873,1,4,9,0,11,25
2130,3,2,1,106,195,0,8,6015,15,5,5,35,8,50
2131,4,3,0,66,330,1,5,10844,9,6,6,30,12,0
2132,8,4,3,48,90,0,8,2227,12,5,13,15,14,45
2133,4,0,2,18,180,0,8,7229,1,4,19,50,22,50
2134,4,2,1,116,810,2,5,10368,6,6,5,30,19,0
2135,4,2,1,104,655,1,5,12898,21,5,17,30,4,25
2136,6,2,1,104,720,1,8,12192,12,6,7,0,19,0
2137,4,3,0,73,840,1,8,12121,9,5,9,35,23,35
2138,1,2,1,105,1490,2,8,16163,27,5,6,50,7,40
2139,4,0,2,5,760,1,8,12284,18,3,5,45,18,25
2140,3,0,2,18,165,0,8,5780,21,6,19,30,22,15
2141,4,4,3,48,90,0,5,4995,9,5,10,20,11,50
2142,3,2,1,103,295,1,8,6496,9,6,5,10,10,5
2143,1,2,1,118,1855,2,8,12488,12,6,12,20,19,15
2144,3,0,2,18,175,0,8,4823,15,5,7,10,10,5
2145,8,4,3,48,90,0,7,2647,18,6,5,45,7,15
2146,3,0,2,18,170,0,8,12649,3,3,13,0,15,50
2147,6,2,1,104,455,1,8,8266,12,6,11,40,19,15
2148,10,2,1,106,190,0,8,6216,15,5,6,0,9,10
2149,3,0,2,18,165,0,8,4423,1,4,1,30,4,15
2150,4,0,2,5,1455,1,8,17996,6,3,8,0,8,15
2151,8,2,1,123,270,1,7,5726,15,4,8,45,13,15
2152,6,2,1,104,570,1,8,15147,6,3,6,0,15,30
2153,4,2,1,104,1325,1,8,15554,18,5,20,55,19,0
2154,4,2,1,97,1760,2,8,12819,24,6,23,5,4,25
2155,6,2,1,104,450,1,8,7198,27,6,18,0,1,30
2156,3,2,1,104,300,1,8,5073,3,4,16,0,21,0
2157,3,0,2,18,180,0,8,3943,27,6,21,15,0,15
2158,4,4,3,48,85,0,5,3205,27,3,7,10,8,35
2159,8,0,2,18,160,0,7,3257,12,5,5,55,8,35
2160,3,3,0,64,155,0,8,4804,3,6,22,15,0,50
2161,3,0,2,29,285,1,8,10231,9,3,16,50,21,35
2162,4,2,1,104,450,1,5,12898,21,5,20,55,4,25
2163,3,4,3,48,85,0,8,2227,21,3,21,20,22,45
2164,1,3,0,61,1390,2,8,9258,1,4,12,0,11,10
2165,4,3,0,66,1010,1,5,9663,24,5,16,30,9,20
2166,4,4,3,48,85,0,8,8040,21,5,7,5,8,30
2167,2,0,2,18,165,0,8,3419,6,6,20,55,23,40
2168,4,0,2,18,180,0,8,8016,1,6,7,10,10,10
2169,4,0,2,18,180,0,8,7229,6,4,17,45,20,45
2170,2,2,1,104,540,1,8,4959,6,6,10,35,19,35
2171,1,3,0,61,1390,2,8,10151,9,6,12,0,11,10
2172,1,2,1,124,2280,3,8,10703,18,5,5,15,19,15
2173,4,3,0,66,590,1,5,10844,9,6,8,25,18,15
2174,3,2,1,111,370,1,8,7205,6,3,16,10,22,20
2175,4,0,2,5,570,1,8,12284,18,3,8,55,18,25
2176,4,3,0,73,750,1,5,13994,9,6,9,35,22,5
2177,3,2,1,106,195,0,8,6015,15,4,14,25,17,40
2178,3,3,0,90,255,1,8,4226,3,4,6,15,10,30
2179,4,2,1,97,1420,2,8,9483,21,3,19,10,18,50
2180,4,0,2,18,180,0,5,5198,15,5,7,10,10,10
2181,4,2,1,116,810,2,5,10368,27,6,5,30,19,0
2182,10,1,4,127,140,0,8,11982,3,6,17,45,20,5
2183,1,0,2,28,1510,1,8,8032,15,3,11,50,13,0
2184,1,3,0,64,150,0,8,5510,15,5,14,15,16,45
2185,3,2,1,123,305,1,8,8177,9,5,23,30,4,35
2186,0,2,1,103,340,1,8,11410,1,6,16,45,22,25
2187,2,2,1,104,350,1,8,9385,21,3,7,0,12,50
2188,4,2,1,104,540,1,5,10262,6,6,10,0,19,0
2189,8,3,0,64,145,0,8,3873,18,6,9,0,11,25
2190,6,2,1,104,430,1,8,11999,21,3,11,40,18,50
2191,4,2,1,99,1095,2,8,14300,27,6,18,20,12,35
2192,8,4,3,48,90,0,7,2175,12,5,13,15,14,45
2193,1,2,1,105,1490,2,8,14431,9,5,6,50,7,40
2194,4,0,2,18,165,0,8,7229,21,5,6,0,8,45
2195,3,3,0,80,265,1,8,3809,24,5,19,20,23,45
2196,6,2,1,104,705,1,8,7354,24,6,7,30,19,15
2197,6,2,1,104,450,1,8,12537,27,3,8,0,15,30
2198,1,2,1,104,375,1,8,9719,27,5,13,0,19,15
2199,4,4,3,48,90,0,8,8040,24,5,10,20,11,50
2200,4,4,3,48,85,0,5,4995,24,5,7,5,8,30
2201,3,0,2,18,170,0,8,4591,6,4,23,30,2,20
2202,1,3,0,77,1700,1,8,7662,6,6,16,45,21,5
2203,3,1,4,127,140,0,8,3850,24,6,7,55,10,15
2204,3,2,1,111,835,1,8,6442,3,6,8,35,22,30
2205,3,2,1,123,305,1,8,11378,3,6,23,30,4,35
2206,6,2,1,104,630,1,8,13377,27,6,15,0,1,30
2207,4,3,0,66,740,1,5,10844,21,5,8,25,20,45
2208,4,4,3,48,85,0,5,4995,9,5,7,5,8,30
2209,1,2,1,112,970,2,8,6057,27,3,17,15,9,25
2210,1,0,2,18,165,0,8,5176,6,4,10,0,12,45
2211,4,2,1,116,1125,2,8,13014,9,6,9,40,4,25
2212,3,0,2,24,260,1,6,7917,1,3,16,15,20,35
2213,8,2,1,121,315,1,8,5583,9,6,6,5,11,20
2214,4,0,2,18,165,0,8,7229,9,4,6,0,8,45
2215,3,2,1,104,570,1,8,7191,18,5,16,0,1,30
2216,4,4,3,48,90,0,5,3210,12,6,19,35,21,5
2217,3,2,1,104,635,1,8,14871,6,3,15,0,1,35
2218,6,2,1,104,645,1,8,8099,15,5,8,30,19,15
2219,1,3,0,66,545,1,8,8366,21,5,9,25,18,30
2220,3,1,4,127,140,0,8,6297,9,3,22,5,0,25
2221,6,2,1,104,480,1,8,18286,3,3,13,0,21,0
2222,4,2,1,104,1240,1,8,17024,6,3,23,5,19,45
2223,4,0,2,18,180,0,5,6144,24,4,7,10,10,10
2224,6,2,1,104,825,1,8,13941,9,3,6,0,19,45
2225,4,0,2,18,185,0,5,3702,9,5,18,55,22,0
2226,8,2,1,121,315,1,8,5583,15,5,6,5,11,20
2227,1,4,3,45,810,1,8,10208,12,3,19,40,9,10
2228,4,3,0,73,505,1,5,12384,6,5,9,35,18,0
2229,1,3,0,72,1165,2,8,17049,6,5,10,0,5,25
2230,3,2,1,104,810,1,8,7006,24,5,7,30,21,0
2231,1,3,0,85,875,2,8,12723,12,6,5,50,20,25
2232,4,2,1,104,1225,1,5,10577,12,6,8,0,4,25
2233,4,0,2,5,730,1,8,16736,6,3,7,0,19,10
2234,4,2,1,104,925,1,5,10262,24,6,13,0,4,25
2235,6,2,1,104,470,1,8,7155,24,6,11,25,19,15
2236,6,2,1,104,915,1,8,15147,3,3,10,20,1,35
2237,3,0,2,18,175,0,8,4823,12,6,7,10,10,5
2238,1,0,2,1,410,1,8,8714,15,3,9,30,16,20
2239,4,3,0,73,1450,1,8,10953,6,5,9,35,9,45
2240,1,3,0,73,1435,1,8,10203,12,6,20,30,20,25
2241,4,2,1,104,1415,1,5,12373,18,5,13,0,12,35
2242,4,3,0,73,840,1,8,14151,12,5,9,35,23,35
2243,4,3,0,73,1730,1,8,12121,24,5,9,35,14,25
2244,10,2,1,106,190,0,8,5586,9,4,6,0,9,10
2245,4,3,0,66,1655,1,5,10844,18,5,8,25,12,0
2246,4,3,0,66,450,1,5,8586,21,5,21,10,4,40
2247,8,2,1,103,295,1,8,5409,6,6,17,55,22,50
2248,6,2,1,112,695,2,8,7178,21,3,9,45,21,20
2249,6,2,1,104,910,1,5,5797,24,6,10,20,1,30
2250,4,3,0,66,1435,1,8,13759,24,3,19,45,19,40
2251,1,3,0,74,1100,2,8,13873,24,5,7,0,1,20
2252,4,2,1,104,1325,1,8,16079,21,5,20,55,19,0
2253,8,4,3,48,90,0,8,2017,27,6,13,15,14,45
2254,4,3,0,66,1335,1,5,10844,18,5,20,0,18,15
2255,8,0,2,18,175,0,7,3573,24,4,21,10,0,5
2256,4,3,0,73,1450,1,5,8066,6,5,9,35,9,45
2257,4,2,1,104,1320,1,5,14053,9,3,20,50,18,50
2258,4,0,2,5,435,1,8,12284,18,3,8,0,15,15
2259,8,2,1,121,315,1,8,5351,9,4,6,5,11,20
2260,4,3,0,66,1430,1,5,7064,1,4,16,30,16,20
2261,3,2,1,121,320,1,8,10394,3,3,2,5,7,25
2262,4,3,0,66,865,1,5,9663,15,5,18,55,9,20
2263,6,2,1,104,480,1,8,13727,18,5,17,30,1,30
2264,4,2,1,104,1040,1,5,10262,12,6,19,15,12,35
2265,3,0,2,18,175,0,8,4823,9,4,7,10,10,5
2266,0,0,2,18,170,0,8,7074,3,3,5,50,8,40
2267,6,2,1,104,835,1,8,17267,6,3,7,5,21,0
2268,6,2,1,104,630,1,8,14067,21,5,15,0,1,30
2269,3,0,2,18,170,0,8,4823,1,5,8,30,11,20
2270,3,0,2,18,170,0,8,4823,27,4,20,0,22,50
2271,0,0,2,18,170,0,8,4483,12,5,23,55,2,45
2272,1,3,0,78,805,2,8,14960,6,6,9,50,23,15
2273,1,0,2,18,165,0,8,7171,1,6,17,0,19,45
2274,1,3,0,73,745,1,8,12173,24,3,20,30,8,55
2275,1,0,2,0,495,1,8,11392,3,3,0,30,8,45
2276,1,3,0,74,1665,2,8,16057,15,5,10,0,13,45
2277,4,3,0,73,1075,1,8,14151,9,6,17,0,10,55
2278,4,0,2,18,175,0,5,4030,21,5,11,10,14,5
2279,3,3,0,60,220,1,8,4226,6,5,19,35,23,15
2280,1,2,1,104,915,1,8,11050,9,3,4,0,19,15
2281,1,0,2,18,165,0,8,6961,21,5,10,0,12,45
2282,4,3,0,66,725,1,8,14231,24,3,21,10,9,15
2283,4,2,1,122,1320,2,5,10919,27,6,14,35,12,35
2284,1,2,1,118,735,2,8,10913,27,3,7,0,19,15
2285,3,1,4,127,140,0,8,5277,27,6,22,5,0,25
2286,6,2,1,104,640,1,8,7485,21,5,10,20,21,0
2287,4,3,0,66,1405,1,8,14231,24,3,16,55,16,20
2288,2,2,1,98,370,1,8,4201,6,4,7,25,13,35
2289,1,2,1,106,180,0,8,7931,6,3,14,10,17,10
2290,6,2,1,111,455,1,8,6513,15,5,14,55,22,30
2291,4,2,1,104,1680,1,8,14714,6,6,15,0,19,0
2292,3,3,0,91,325,1,8,6218,9,5,18,5,23,30
2293,1,2,1,116,435,2,8,8603,27,6,12,0,19,15
2294,3,2,1,104,750,1,8,7318,21,5,8,30,21,0
2295,6,2,1,104,540,1,8,13504,15,6,10,0,19,0
2296,6,2,1,111,925,1,8,9646,15,5,7,5,22,30
2297,3,3,0,64,155,0,8,5224,27,5,11,30,14,5
2298,4,3,0,73,505,1,8,12692,12,6,9,35,18,0
2299,4,3,0,77,435,1,5,9689,6,6,10,20,17,35
2300,1,3,0,74,920,2,8,13033,9,5,10,0,1,20
2301,4,3,0,66,590,1,8,13626,12,6,6,30,16,20
2302,3,4,3,48,90,0,8,2754,18,5,19,5,20,35
2303,4,3,0,73,1005,1,8,12121,9,5,17,0,9,45
2304,3,0,2,18,165,0,8,3419,24,4,1,30,4,15
2305,1,3,0,74,920,2,8,13033,21,5,10,0,1,20
2306,3,3,0,64,155,0,8,4174,6,4,4,40,7,15
2307,0,2,1,103,870,1,8,6152,27,6,7,55,22,25
2308,1,2,1,106,170,0,8,5201,27,6,5,10,8,0
2309,4,0,2,5,550,1,5,9134,15,3,7,0,16,10
2310,1,3,0,74,1100,2,8,13243,18,5,7,0,1,20
2311,4,2,1,116,1375,2,8,15129,27,5,5,30,4,25
2312,4,4,3,48,90,0,5,2759,9,5,19,35,21,5
2313,3,0,2,18,165,0,8,4423,15,5,6,5,8,50
2314,10,3,0,73,930,1,8,9187,18,5,7,10,22,40
2315,6,2,1,111,920,1,8,7740,18,5,7,10,22,30
2316,4,0,2,18,180,0,5,6144,24,5,19,50,22,50
2317,6,2,1,104,460,1,8,10877,9,6,4,55,12,35
2318,3,2,1,111,635,1,8,6442,15,6,11,55,22,30
2319,3,2,1,104,645,1,8,7048,27,3,4,45,15,30
2320,6,2,1,104,615,1,5,5797,27,6,15,15,1,30
2321,1,0,2,3,1030,2,8,10573,3,3,6,45,23,55
2322,3,2,1,104,750,1,8,7503,15,5,8,30,21,0
2323,3,2,1,104,480,1,8,6104,12,6,17,30,1,30
2324,4,3,0,66,665,1,5,9663,9,5,21,10,8,15
2325,4,0,2,18,175,0,5,5769,3,6,11,10,14,5
2326,1,4,3,48,90,0,8,3100,15,6,13,55,15,25
2327,4,2,1,104,655,1,5,12373,18,5,17,30,4,25
2328,8,3,0,64,150,0,7,3815,15,3,9,0,11,30
2329,4,2,1,99,1460,2,8,14300,15,6,12,15,12,35
2330,3,0,2,18,175,0,8,4823,1,6,7,10,10,5
2331,3,4,3,48,90,0,8,2754,18,6,19,5,20,35
2332,6,2,1,104,795,1,8,9736,3,6,6,0,19,15
2333,4,0,2,28,280,1,5,7280,21,3,9,45,14,25
2334,6,2,1,104,780,1,8,7408,9,6,8,0,21,0
2335,4,3,0,66,960,1,8,13044,12,6,20,0,12,0
2336,1,3,0,85,1045,2,8,12723,24,5,5,50,23,15
2337,4,3,0,66,730,1,5,8586,6,5,16,30,4,40
2338,3,2,1,104,570,1,8,6316,12,6,16,0,1,30
2339,4,2,1,104,600,1,8,15554,9,5,9,0,19,0
2340,8,4,3,48,80,0,7,2385,15,3,13,10,14,30
2341,6,2,1,104,480,1,8,13587,9,6,13,0,21,0
2342,3,2,1,100,355,1,8,13790,3,3,2,35,8,30
2343,1,2,1,112,1420,2,8,10975,15,5,9,45,9,25
2344,4,3,0,66,1495,1,8,14388,21,5,8,25,9,20
2345,6,2,1,104,450,1,8,7198,6,6,18,0,1,30
2346,4,2,1,116,1615,2,5,13029,9,5,9,40,12,35
2347,6,2,1,104,730,1,5,12717,27,5,7,5,19,15
2348,3,2,1,104,400,1,8,14871,3,3,6,40,13,20
2349,4,3,0,70,860,2,5,10118,6,6,6,30,20,50
2350,4,2,1,104,335,1,5,10262,6,6,22,50,4,25
2351,4,4,3,48,90,0,5,2071,24,3,2,55,4,25
2352,1,0,2,18,170,0,8,5228,27,4,21,5,23,55
2353,4,0,2,5,1110,1,5,7832,21,3,16,55,11,25
2354,6,2,1,104,560,1,8,7005,6,6,11,40,21,0
2355,4,2,1,101,1090,2,8,14237,9,6,18,25,12,35
2356,8,0,2,18,175,0,8,3971,6,4,21,10,0,5
2357,3,0,2,18,170,0,8,3943,21,6,22,10,1,0
2358,3,2,1,104,530,1,8,8574,27,3,6,40,15,30
2359,1,2,1,102,800,2,8,12646,15,6,5,55,19,15
2360,4,2,1,126,1790,2,8,13082,21,3,13,0,18,50
2361,4,3,0,66,1430,1,8,13941,21,5,8,25,8,15
2362,2,2,1,104,355,1,8,5135,6,4,7,0,12,55
2363,1,3,0,73,625,1,8,11096,21,5,10,0,20,25
2364,4,0,2,5,640,1,8,13555,18,3,22,50,9,30
2365,10,0,2,18,170,0,8,5403,12,4,9,45,12,35
2366,4,2,1,117,440,2,5,15812,24,6,11,40,19,0
2367,4,3,0,66,735,1,8,14781,21,5,20,0,8,15
2368,1,2,1,103,570,1,8,8907,6,6,13,30,23,0
2369,1,3,0,64,155,0,8,4145,3,5,20,45,23,20
2370,4,3,0,73,800,1,8,14151,9,6,20,25,9,45
2371,6,2,1,104,570,1,8,7845,27,3,6,0,15,30
2372,6,2,1,104,600,1,8,8099,15,5,9,15,19,15
2373,6,2,1,104,630,1,8,13377,27,5,15,0,1,30
2374,1,0,2,25,1710,2,8,12734,12,3,6,50,11,20
2375,4,2,1,104,335,1,5,10262,3,6,22,50,4,25
2376,4,0,2,18,185,0,8,7229,15,5,18,55,22,0
2377,10,4,3,45,1480,1,8,12395,6,3,8,45,9,25
2378,4,3,0,66,810,1,5,11134,24,3,19,45,9,15
2379,4,2,1,104,350,1,5,6540,21,3,13,0,18,50
2380,6,2,1,104,755,1,8,7354,6,6,6,40,19,15
2381,1,2,1,116,1180,2,8,9548,24,6,12,0,7,40
2382,10,3,0,73,1655,1,8,9187,1,5,7,10,10,45
2383,3,2,1,111,275,1,8,5054,9,5,7,35,12,10
2384,1,3,0,73,625,1,8,10413,9,6,10,0,20,25
2385,3,3,0,64,160,0,8,4804,27,5,21,25,0,5
2386,3,4,3,48,90,0,8,4049,15,6,6,25,7,55
2387,6,2,1,104,390,1,8,6795,27,6,19,0,1,30
2388,1,3,0,64,155,0,8,4435,21,3,20,45,23,20
2389,4,3,0,66,730,1,5,6224,12,6,16,30,4,40
2390,3,3,0,64,155,0,8,4804,12,6,20,20,22,55
2391,3,2,1,111,665,1,8,6171,15,4,5,5,16,10
2392,3,2,1,104,575,1,8,6093,3,6,11,25,21,0
2393,3,3,0,64,155,0,8,4174,12,4,17,15,19,50
2394,3,4,3,48,90,0,8,3342,6,5,2,35,4,5
2395,6,2,1,104,660,1,8,13587,3,6,10,0,21,0
2396,4,2,1,104,395,1,8,16079,21,5,21,50,4,25
2397,3,2,1,106,195,0,8,6015,18,4,5,35,8,50
2398,4,3,0,73,1570,1,8,13067,24,5,17,0,19,10
